file,sentence_id,before_preprocess,after_preprocess,tokens
LIPITOR.263.txt,4,Bad side effects took about a week to 10 days to disappear after I stopped taking it.,bad side effects took about a week to 10 days to disappear after i stopped taking it.,"['bad', 'side', 'effects', 'took', 'about', 'a', 'week', 'to', '10', 'days', 'to', 'disappear', 'after', 'i', 'stopped', 'taking', 'it', '.']"
LIPITOR.263.txt,5,Will NEVER take another statin.,will never take another statin.,"['will', 'never', 'take', 'another', 'statin', '.']"
LIPITOR.264.txt,1,"No side effect for first 4 weeks, cholesterol down to 150 from 210, then unusual pain and weakness began in both legs, worse on left.","no side effect for first 4 weeks, cholesterol down to 150 from 210, then unusual pain and weakness began in both legs, worse on left.","['no', 'side', 'effect', 'for', 'first', '4', 'weeks', ',', 'cholesterol', 'down', 'to', '150', 'from', '210', ',', 'then', 'unusual', 'pain', 'and', 'weakness', 'began', 'in', 'both', 'legs', ',', 'worse', 'on', 'left', '.']"
LIPITOR.264.txt,2,Worse with exercise.,worse with exercise.,"['worse', 'with', 'exercise', '.']"
LIPITOR.264.txt,3,"Legs felt cramped and sore and weak, especially in calves and lower rear thigh muscles.","legs felt cramped and sore and weak, especially in calves and lower rear thigh muscles.","['legs', 'felt', 'cramped', 'and', 'sore', 'and', 'weak', ',', 'especially', 'in', 'calves', 'and', 'lower', 'rear', 'thigh', 'muscles', '.']"
LIPITOR.264.txt,4,"I had been a regular and energetic walker, but I couldn't keep it up.","i had been a regular and energetic walker, but i couldn't keep it up.","['i', 'had', 'been', 'a', 'regular', 'and', 'energetic', 'walker', ',', 'but', 'i', 'could', ""n't"", 'keep', 'it', 'up', '.']"
LIPITOR.264.txt,5,My blood work showed mildly higher levels of whatever is watched for with this drug.,my blood work showed mildly higher levels of whatever is watched for with this drug.,"['my', 'blood', 'work', 'showed', 'mildly', 'higher', 'levels', 'of', 'whatever', 'is', 'watched', 'for', 'with', 'this', 'drug', '.']"
LIPITOR.264.txt,6,"The doctor left it up to me whether to continue, and I stopped taking it about 3 weeks ago.","the doctor left it up to me whether to continue, and i stopped taking it about 3 weeks ago.","['the', 'doctor', 'left', 'it', 'up', 'to', 'me', 'whether', 'to', 'continue', ',', 'and', 'i', 'stopped', 'taking', 'it', 'about', '3', 'weeks', 'ago', '.']"
LIPITOR.264.txt,7,"My leg pain seemed to improve after about a week but did not go away, and has now worsened again.","my leg pain seemed to improve after about a week but did not go away, and has now worsened again.","['my', 'leg', 'pain', 'seemed', 'to', 'improve', 'after', 'about', 'a', 'week', 'but', 'did', 'not', 'go', 'away', ',', 'and', 'has', 'now', 'worsened', 'again', '.']"
LIPITOR.264.txt,8,I this drug should be used with far more caution!.,i this drug should be used with far more caution!.,"['i', 'this', 'drug', 'should', 'be', 'used', 'with', 'far', 'more', 'caution', '!', '.']"
LIPITOR.265.txt,1,"Elevated CPK levels, muscle problems, felt bad.","elevated cpk levels, muscle problems, felt bad.","['elevated', 'cpk', 'levels', ',', 'muscle', 'problems', ',', 'felt', 'bad', '.']"
LIPITOR.265.txt,2,"I landed up having to have a muscle biopsy to the right leg which showed no muscle damage, but elevated CPK levels still were present.","i landed up having to have a muscle biopsy to the right leg which showed no muscle damage, but elevated cpk levels still were present.","['i', 'landed', 'up', 'having', 'to', 'have', 'a', 'muscle', 'biopsy', 'to', 'the', 'right', 'leg', 'which', 'showed', 'no', 'muscle', 'damage', ',', 'but', 'elevated', 'cpk', 'levels', 'still', 'were', 'present', '.']"
LIPITOR.265.txt,3,"After stopping this drug, the levels returned to normal after 3 months.","after stopping this drug, the levels returned to normal after 3 months.","['after', 'stopping', 'this', 'drug', ',', 'the', 'levels', 'returned', 'to', 'normal', 'after', '3', 'months', '.']"
LIPITOR.266.txt,1,"fatigue,neuropathy, taste perversion, back pain,suicidal depression,weight loss, paranoia,general change in personality.","fatigue,neuropathy, taste perversion, back pain,suicidal depression,weight loss, paranoia,general change in personality.","['fatigue', ',', 'neuropathy', ',', 'taste', 'perversion', ',', 'back', 'pain', ',', 'suicidal', 'depression', ',', 'weight', 'loss', ',', 'paranoia', ',', 'general', 'change', 'in', 'personality', '.']"
LIPITOR.266.txt,2,Everything in my career and family life was going fine for me but a feeling of impending doom persisted in me.,everything in my career and family life was going fine for me but a feeling of impending doom persisted in me.,"['everything', 'in', 'my', 'career', 'and', 'family', 'life', 'was', 'going', 'fine', 'for', 'me', 'but', 'a', 'feeling', 'of', 'impending', 'doom', 'persisted', 'in', 'me', '.']"
LIPITOR.266.txt,3,I do not think that enough long terms trials are done on this drug.,i do not think that enough long terms trials are done on this drug.,"['i', 'do', 'not', 'think', 'that', 'enough', 'long', 'terms', 'trials', 'are', 'done', 'on', 'this', 'drug', '.']"
LIPITOR.266.txt,4,Patients often struggle with its side effect and their experiences are not validated by physicians.,patients often struggle with its side effect and their experiences are not validated by physicians.,"['patients', 'often', 'struggle', 'with', 'its', 'side', 'effect', 'and', 'their', 'experiences', 'are', 'not', 'validated', 'by', 'physicians', '.']"
LIPITOR.267.txt,1,None.,none.,"['none', '.']"
LIPITOR.267.txt,2,Lipitor dropped my cholesterol from the 260-280 range to the 160-180 range.,lipitor dropped my cholesterol from the 260-280 range to the 160-180 range.,"['lipitor', 'dropped', 'my', 'cholesterol', 'from', 'the', '260', '-', '280', 'range', 'to', 'the', '160', '-', '180', 'range', '.']"
LIPITOR.268.txt,1,"Oddly, only positive.","oddly, only positive.","['oddly', ',', 'only', 'positive', '.']"
LIPITOR.268.txt,2,I seem to sleep better and have lots of interesting dreams.,i seem to sleep better and have lots of interesting dreams.,"['i', 'seem', 'to', 'sleep', 'better', 'and', 'have', 'lots', 'of', 'interesting', 'dreams', '.']"
LIPITOR.268.txt,3,No adverse effects.,no adverse effects.,"['no', 'adverse', 'effects', '.']"
LIPITOR.268.txt,4,"Was on Niacin (500mg) for 90 days, but showed no improvement.","was on niacin 500mg for 90 days, but showed no improvement.","['was', 'on', 'niacin', '500', 'mg', 'for', '90', 'days', ',', 'but', 'showed', 'no', 'improvement', '.']"
LIPITOR.268.txt,5,"Tried Tricor for about 8 days, but couldn't deal with the side-effects (sore joints, sleeplessness, gas).","tried tricor for about 8 days, but couldn't deal with the side-effects sore joints, sleeplessness, gas .","['tried', 'tricor', 'for', 'about', '8', 'days', ',', 'but', 'could', ""n't"", 'deal', 'with', 'the', 'side', '-', 'effects', 'sore', 'joints', ',', 'sleeplessness', ',', 'gas', '.']"
LIPITOR.268.txt,6,"Been on 20mg Lipitor for 30 days now, but won't know any benefit for another 60 days.","been on 20mg lipitor for 30 days now, but won't know any benefit for another 60 days.","['been', 'on', '20', 'mg', 'lipitor', 'for', '30', 'days', 'now', ',', 'but', 'wo', ""n't"", 'know', 'any', 'benefit', 'for', 'another', '60', 'days', '.']"
LIPITOR.269.txt,1,"deppression ,weakness, fatigue, muscle pain and stiffness in neck,numbness and tingling in extremeties,gas ,bloating indegestion,stuffy nose,plugged ears,lack of balance and cooridination,kidney stone,bronchitis, increased cough, abdominal hematoma from bleeding in my abdomen after coughing and rupturing a blood vessel.","deppression ,weakness, fatigue, muscle pain and stiffness in neck,numbness and tingling in extremeties,gas ,bloating indegestion,stuffy nose,plugged ears,lack of balance and cooridination,kidney stone,bronchitis, increased cough, abdominal hematoma from bleeding in my abdomen after coughing and rupturing a blood vessel.","['deppression', ',', 'weakness', ',', 'fatigue', ',', 'muscle', 'pain', 'and', 'stiffness', 'in', 'neck', ',', 'numbness', 'and', 'tingling', 'in', 'extremeties', ',', 'gas', ',', 'bloating', 'indegestion', ',', 'stuffy', 'nose', ',', 'plugged', 'ears', ',', 'lack', 'of', 'balance', 'and', 'cooridination', ',', 'kidney', 'stone', ',', 'bronchitis', ',', 'increased', 'cough', ',', 'abdominal', 'hematoma', 'from', 'bleeding', 'in', 'my', 'abdomen', 'after', 'coughing', 'and', 'rupturing', 'a', 'blood', 'vessel', '.']"
LIPITOR.269.txt,2,"decreased immune system ,elevated wbc,s,trouble swallowing,hoarse voice,chest pain shortness of breath,decreased sense of smell and taste,irregular periods abnormal uterine bleeding , decreased progesterone production,dark urine,tooth decay,anxiety,anemia,back pain.","decreased immune system ,elevated wbc,s,trouble swallowing,hoarse voice,chest pain shortness of breath,decreased sense of smell and taste,irregular periods abnormal uterine bleeding , decreased progesterone production,dark urine,tooth decay,anxiety,anemia,back pain.","['decreased', 'immune', 'system', ',', 'elevated', 'wbc', ',', 's', ',', 'trouble', 'swallowing', ',', 'hoarse', 'voice', ',', 'chest', 'pain', 'shortness', 'of', 'breath', ',', 'decreased', 'sense', 'of', 'smell', 'and', 'taste', ',', 'irregular', 'periods', 'abnormal', 'uterine', 'bleeding', ',', 'decreased', 'progesterone', 'production', ',', 'dark', 'urine', ',', 'tooth', 'decay', ',', 'anxiety', ',', 'anemia', ',', 'back', 'pain', '.']"
LIPITOR.269.txt,3,I felt like I was being poisoned for the 3 years I was on it esp.,i felt like i was being poisoned for the 3 years i was on it esp.,"['i', 'felt', 'like', 'i', 'was', 'being', 'poisoned', 'for', 'the', '3', 'years', 'i', 'was', 'on', 'it', 'esp', '.']"
LIPITOR.269.txt,4,"the last several months after my dosage was increased to 40 mg.
and I was being poisoned!!!",the last several months after my dosage was increased to 40 milligrams. and i was being poisoned!!!,"['the', 'last', 'several', 'months', 'after', 'my', 'dosage', 'was', 'increased', 'to', '40', 'milligrams', '.', 'and', 'i', 'was', 'being', 'poisoned', '!', '!', '!']"
LIPITOR.269.txt,5,by lipitor!!,by lipitor!!,"['by', 'lipitor', '!', '!']"
LIPITOR.269.txt,6,"I have been off it now for 9 months and feel much better but still have residual side effects a constant vibrating down left leg, muscle and joint pain on and off still never got back all my smell and taste and still not making progestero.","i have been off it now for 9 months and feel much better but still have residual side effects a constant vibrating down left leg, muscle and joint pain on and off still never got back all my smell and taste and still not making progestero.","['i', 'have', 'been', 'off', 'it', 'now', 'for', '9', 'months', 'and', 'feel', 'much', 'better', 'but', 'still', 'have', 'residual', 'side', 'effects', 'a', 'constant', 'vibrating', 'down', 'left', 'leg', ',', 'muscle', 'and', 'joint', 'pain', 'on', 'and', 'off', 'still', 'never', 'got', 'back', 'all', 'my', 'smell', 'and', 'taste', 'and', 'still', 'not', 'making', 'progestero', '.']"
LIPITOR.269.txt,7,I have been a nurse for the past 25 years and have seen the devistation of these dangerous over perscribed drugs every day I go to work.,i have been a nurse for the past 25 years and have seen the devistation of these dangerous over perscribed drugs every day i go to work.,"['i', 'have', 'been', 'a', 'nurse', 'for', 'the', 'past', '25', 'years', 'and', 'have', 'seen', 'the', 'devistation', 'of', 'these', 'dangerous', 'over', 'perscribed', 'drugs', 'every', 'day', 'i', 'go', 'to', 'work', '.']"
LIPITOR.269.txt,8,"The increase in kidney failure from patients on it the increase in infections ,auto immune diseases , and the over all ill health of these patients increased confusion muscle pain and weakness trouble walking increased bleeding in patients on statin drugs.","the increase in kidney failure from patients on it the increase in infections ,auto immune diseases , and the over all ill health of these patients increased confusion muscle pain and weakness trouble walking increased bleeding in patients on statin drugs.","['the', 'increase', 'in', 'kidney', 'failure', 'from', 'patients', 'on', 'it', 'the', 'increase', 'in', 'infections', ',', 'auto', 'immune', 'diseases', ',', 'and', 'the', 'over', 'all', 'ill', 'health', 'of', 'these', 'patients', 'increased', 'confusion', 'muscle', 'pain', 'and', 'weakness', 'trouble', 'walking', 'increased', 'bleeding', 'in', 'patients', 'on', 'statin', 'drugs', '.']"
LIPITOR.27.txt,1,"I have headache, muscle ache, diarrhea, indigestion, abdominal pain, back pain, eyesight has changed sinus problems, joint pain, leg cramps.","i have headache, muscle ache, diarrhea, indigestion, abdominal pain, back pain, eyesight has changed sinus problems, joint pain, leg cramps.","['i', 'have', 'headache', ',', 'muscle', 'ache', ',', 'diarrhea', ',', 'indigestion', ',', 'abdominal', 'pain', ',', 'back', 'pain', ',', 'eyesight', 'has', 'changed', 'sinus', 'problems', ',', 'joint', 'pain', ',', 'leg', 'cramps', '.']"
LIPITOR.27.txt,2,I have fibromyalgia also and my pain should be at a lower level instead of worse.,i have fibromyalgia also and my pain should be at a lower level instead of worse.,"['i', 'have', 'fibromyalgia', 'also', 'and', 'my', 'pain', 'should', 'be', 'at', 'a', 'lower', 'level', 'instead', 'of', 'worse', '.']"
LIPITOR.27.txt,3,I am stopping this on my own tomorrow!,i am stopping this on my own tomorrow!,"['i', 'am', 'stopping', 'this', 'on', 'my', 'own', 'tomorrow', '!']"
LIPITOR.27.txt,4,My doctor never even suggested diet first!.,my doctor never even suggested diet first!.,"['my', 'doctor', 'never', 'even', 'suggested', 'diet', 'first', '!', '.']"
LIPITOR.270.txt,1,"Muscle weakness in arms and legs, blurry eyesight, hair loss, but worst of all, burning feet and painful heels.","muscle weakness in arms and legs, blurry eyesight, hair loss, but worst of all, burning feet and painful heels.","['muscle', 'weakness', 'in', 'arms', 'and', 'legs', ',', 'blurry', 'eyesight', ',', 'hair', 'loss', ',', 'but', 'worst', 'of', 'all', ',', 'burning', 'feet', 'and', 'painful', 'heels', '.']"
LIPITOR.270.txt,2,Taking the drug did lower my cholesterol and after 9 years my liver enzyme tests suddenly were in a good range.,taking the drug did lower my cholesterol and after 9 years my liver enzyme tests suddenly were in a good range.,"['taking', 'the', 'drug', 'did', 'lower', 'my', 'cholesterol', 'and', 'after', '9', 'years', 'my', 'liver', 'enzyme', 'tests', 'suddenly', 'were', 'in', 'a', 'good', 'range', '.']"
LIPITOR.270.txt,3,I believe a good diet can do more for me than Lipitor.,i believe a good diet can do more for me than lipitor.,"['i', 'believe', 'a', 'good', 'diet', 'can', 'do', 'more', 'for', 'me', 'than', 'lipitor', '.']"
LIPITOR.271.txt,1,"Confusion, short term memory loss, lack of motivation.
Returned to normal within a week of quitting Lipitor.","confusion, short term memory loss, lack of motivation. returned to normal within a week of quitting lipitor.","['confusion', ',', 'short', 'term', 'memory', 'loss', ',', 'lack', 'of', 'motivation', '.', 'returned', 'to', 'normal', 'within', 'a', 'week', 'of', 'quitting', 'lipitor', '.']"
